Name,Team,POS,ADP,PA,mAVG,mRBI,mSB,mOPS,mTB,PTS,aPOS,Dollars,PlayerId
"Bo Bichette","TOR","SS",13.869999885559082,652.141,9.892485941366978,6.458516357284097,5.185951268343279,3.564530139242768,10.469570177314763,35.57105388355188,21.898122131812425,58.46917601536432,"19612"
"Mookie Betts","LAD","OF",11.569999694824219,642.222,3.704428230618587,4.352747363057382,3.4264713751577998,9.48207399072131,9.746579860549893,30.712300820104975,26.148260121145565,57.86056094125053,"13611"
"Rafael Devers","BOS","3B",20.6299991607666,640.485,6.822602507881076,10.276233203610072,-3.8862265955004753,9.110208783606069,11.384311033682684,33.70712893327942,20.634430259276243,55.341559192555664,"17350"
"Manny Machado","SDP","3B",15.399999618530273,650.271,4.500417789244377,11.685690903939799,0.5424387402435851,6.394022059014769,9.67611177527277,32.798681267715295,20.634430259276243,54.43311152699154,"11493"
"Paul Goldschmidt","STL","1B/DH",26.5,649.377,7.793391723650441,10.277919407404637,-1.3929894994615726,10.654048245163187,9.620133244748988,36.95250312150568,15.822257523137262,53.774760644642946,"9218"
"Pete Alonso","NYM","1B/DH",20.030000686645508,654.091,0.6668596524931459,16.33323542047094,-3.7686384839725813,10.937283946454748,11.970077872345477,36.13881840779173,15.822257523137262,52.961075930928985,"19251"
"Austin Riley","ATL","3B",21.899999618530273,648.943,4.88430099704347,10.875438006727036,-5.489682553286629,8.853693506435484,11.663100280819338,30.786850237738694,20.634430259276243,52.42128049701493,"18360"
"Fernando Tatis Jr.","SDP","SS",17.829999923706055,499.484,4.899795329018276,4.008024705870279,7.93594989451169,10.111532749037753,2.4834304785926506,29.438733157030647,21.898122131812425,52.336855288843076,"19709"
"Michael Harris II","ATL","OF",28.399999618530273,599.146,5.709938162790927,1.3284449357321797,11.104206754019142,0.2032474537480938,4.468121103891398,22.813958410181744,26.148260121145565,49.9622185313273,"25931"
"Shohei Ohtani","LAA","P/DH",9.470000267028809,604.855,-0.6437939422250313,7.66098496905943,4.945046967969744,10.15736832376361,7.904451941977363,30.024058260545115,15.822257523137262,46.84631578368238,"19755"
"Bobby Witt Jr.","KCR","3B/SS",8.600000381469727,634.975,-0.33100625812356677,3.2605484018236375,15.012857256170895,-3.2309096280741936,6.269868364718115,20.98135813651488,21.898122131812425,43.879480268327306,"25764"
"Corey Seager","TEX","SS",66.69999694824219,616.035,6.2435449730886035,4.2764979679159225,-4.865254525338317,7.585759138644427,7.216366119969098,20.456913674279733,21.898122131812425,43.35503580609217,"13624"
"Jose Altuve","HOU","2B",42.56999969482422,629.345,4.872932285574467,-0.7787174484565105,2.689609737285137,4.445617353163836,5.407442780256292,16.63688470782322,25.312990325207977,42.949875033031205,"5417"
"Luis Robert","CHW","OF",48.970001220703125,552.803,7.158701757939224,0.683790040715403,4.254407870697679,1.0624350076447953,1.5368671860610876,14.696201863058189,26.148260121145565,41.84446198420375,"20043"
"Nolan Arenado","STL","3B",34.93000030517578,636.523,1.4042888357448071,10.226720740492615,-3.7550952031355647,2.6169949892685342,7.8501310971094975,18.343040459479884,20.634430259276243,39.97747071875612,"9777"
"Bryan Reynolds","PIT","OF",93.4000015258789,638.351,2.6260055128941744,2.4240028418501085,-1.6235814032172873,3.623793213511089,5.275223045989802,12.325443211027888,26.148260121145565,39.47370333217345,"19326"
"Randy Arozarena","TBR","OF/DH",36.93000030517578,616.392,-2.1840869222661357,1.5319808404677646,13.286542773486676,-2.7976064016440327,1.6182364011350994,11.455066691179372,26.148260121145565,38.60332681232493,"19290"
"Eloy Jimenez","CHW","OF/DH",81.37000274658203,564.756,4.2421712874053465,5.63281164046884,-6.403408713926811,4.07462107281729,3.844634178751611,11.390829465516275,26.148260121145565,38.53908958666183,"17484"
"Teoscar Hernandez","SEA","OF",74.02999877929688,587.936,-2.3402410812989776,5.725536020788734,-0.37620398139753963,0.8084486881144157,5.068298984746868,8.8858386309535,26.148260121145565,36.03409875209906,"13066"
"Wander Franco","TBR","SS",90.97000122070312,601.599,9.543368385586911,-1.712854156588141,1.8314297364859,-0.34571318320965205,1.3746295929127208,10.69086037518774,21.898122131812425,33.58898250700017,"23667"
"George Springer","TOR","OF/DH",84.06999969482422,577.93,-1.6535613893584844,1.064306664679351,1.2372313722531643,3.3896678964029667,2.2050496774120405,6.242694221389039,26.148260121145565,33.390954342534606,"12856"
"Ozzie Albies","ATL","2B",54.43000030517578,596.97,-1.7464608391096026,2.624055271680754,4.354843541172884,-2.3389973522947938,3.5352891823868915,6.428729803836133,25.312990325207977,32.74172012904411,"16556"
"Marcus Semien","TEX","2B",34.029998779296875,671.954,-6.163922935816773,1.9405907639790874,7.060161306816988,-4.529410639889711,6.4620942093180735,4.769512704407664,25.312990325207977,31.082503029615637,"12533"
"Xander Bogaerts","SDP","SS",91.4000015258789,628.526,4.579192159364317,2.5722911711609715,-1.031605187213144,-0.09907630769669026,2.0744422924238393,8.095244128039294,21.898122131812425,30.993366259851722,"12161"
"Matt Olson","ATL","1B",47,656.24,-6.621152163491756,12.037824780200022,-5.3457215679420775,5.39334715803914,8.477348701655941,13.941646908461271,15.822257523137262,30.763904431598533,"14344"
"Kyle Schwarber","PHI","OF",58.369998931884766,610.174,-13.054903643816711,7.466738330737016,-1.9698803973512786,5.449734488469674,5.384141534357629,3.27583031239633,26.148260121145565,30.424090433541895,"16478"
"Starling Marte","NYM","OF",77.93000030517578,549.306,3.7571621537853153,-5.488974610305275,11.814975563760923,-3.272471884612852,-3.78771719331483,3.022974029313281,26.148260121145565,30.171234150458844,"9241"
"Andres Gimenez","CLE","2B",83.43000030517578,585.802,0.892762465862937,-2.2737575641319485,9.030344144849964,-3.7090342290176963,-1.3838135747566287,2.5565012428066267,25.312990325207977,28.869491568014602,"19950"
"J.T. Realmuto","PHI","C",25.799999237060547,550.349,0.07341584808481588,0.7870961071233478,4.9767685715042855,-0.2828101494400173,-1.4404831656137813,4.113987211658651,23.645088591724573,28.759075803383226,"11739"
"Vinnie Pasquantino","KCR","1B/DH",98.9000015258789,580.093,6.176063879744932,2.2263299451187795,-4.593599851302214,5.644570503906617,2.2257695915707068,11.67913406903882,15.822257523137262,28.50139159217608,"27676"
"Cedric Mullins II","BAL","OF",49.369998931884766,625.111,-3.4947279987083677,-5.585419745704793,15.478130302216469,-6.452508072003857,0.6631923421738066,0.608666827973256,26.148260121145565,27.756926949118817,"17929"
"Francisco Lindor","NYM","SS",32.16999816894531,654.471,-4.327843511607759,5.739059307907621,4.014102953819977,-4.224844016593928,3.5219154796917644,4.722390213217676,21.898122131812425,27.6205123450301,"12916"
"Tim Anderson","CHW","SS",92,575.936,11.115041311373286,-7.908242883271626,6.810542013278173,-4.649772107481759,-0.6505548107825212,4.717013523115551,21.898122131812425,27.615135654927975,"15172"
"Taylor Ward","LAA","OF",120.33000183105469,589.34,0.6228999196725551,-1.640916192705838,-2.1969731588393047,2.262170870174415,1.1642568608336623,0.21143829913549003,26.148260121145565,27.359698420281052,"17548"
"Jazz Chisholm Jr.","MIA","2B",45.22999954223633,554.424,-7.264739446061041,-1.0583815839890365,11.845170489666625,-1.8341820866176914,-0.9554409810166684,0.7324263919821893,25.312990325207977,27.045416717190164,"20454"
"Nick Castellanos","PHI","OF",129.57000732421875,590.187,0.4343721822013836,2.1495151163695603,-2.812992225690309,-2.457628628636345,2.5606418103226445,-0.12609174543306575,26.148260121145565,27.022168375712493,"11737"
"Carlos Correa","MIN","SS",122.9000015258789,614.878,2.872640964455679,1.674416258803082,-6.455888078817567,2.3514078961855733,2.888403950085171,3.3309809907119377,21.898122131812425,26.229103122524368,"14162"
"Jake McCarthy","ARI","OF",114.12999725341797,561.151,-0.24089873944261042,-6.047680231266546,15.967054349469494,-5.605551115564916,-5.093623047465181,-1.020698784269757,26.148260121145565,26.1275613368758,"21622"
"Tyler O'Neill","STL","OF",102.19999694824219,537.189,-5.208680486827006,0.7582152393365955,5.346087392449342,-0.23865753119861136,-1.7622928020113073,-1.1053281882509862,26.148260121145565,26.042931932894575,"15711"
"Alex Bregman","HOU","3B",79.02999877929688,622.892,-0.6444297769215983,4.994992433888712,-5.3178250527061826,3.4747505463687696,1.6006791068584973,4.108167257488199,20.634430259276243,25.74259751676444,"17678"
"Seiya Suzuki","CHC","OF",109.93000030517578,569.73,-0.7271582624137586,-1.022187101740029,1.5366873674240658,0.29737663641811696,-1.6370761942981897,-1.5523575546097947,26.148260121145565,25.595902566535766,"30116"
"Jose Abreu","HOU","1B/DH",90.97000122070312,631.068,4.689926027710906,5.1089071117946006,-6.236283592514746,1.3273571170590652,3.8186202401703997,8.708526904220227,15.822257523137262,25.530784427357485,"15676"
"Steven Kwan","CLE","OF",123,606.478,8.514343936653301,-8.27893678113889,5.396927114853957,-4.054214038253466,-3.591994367540492,-2.0138741354255902,26.148260121145565,25.134385985719973,"24610"
"Alex Verdugo","BOS","OF",200.52999877929688,602.077,7.639109192051939,-2.44344149727924,-3.814044462790417,-3.457345155272513,-0.16494470985151083,-2.2406666331417417,26.148260121145565,24.907593488003823,"17027"
"Byron Buxton","MIN","OF/DH",104.62999725341797,513.301,-6.563953421044604,-1.0726015660889119,0.6471393922088063,3.4342791058852846,1.2531817202876745,-2.3019547687517505,26.148260121145565,24.846305352393813,"14161"
"Nathaniel Lowe","TEX","1B",107.37000274658203,611.286,3.8551322412724454,1.4802638594152957,-3.9721806177706336,1.7388510995391462,2.9466835551107824,6.048750137567037,15.822257523137262,22.8710076607043,"19566"
"Dansby Swanson","CHC","SS",84.43000030517578,651.583,-4.25596530912347,2.783083473862789,3.594210168110891,-6.3539513009828585,3.889136151140345,-0.34348681699230427,21.898122131812425,22.554635314820125,"18314"
"Masataka Yoshida","BOS","OF",225.77000427246094,512.992,7.450417646802804,-5.115488883999702,-4.3554079577079445,2.7047344961218243,-5.4325743285897365,-4.748319027372757,26.148260121145565,22.399941093772807,"31837"
"Will Smith","LAD","C/DH",57.630001068115234,531.029,-1.5972865067551147,2.7439978757264933,-5.305632438641287,3.627327631000235,-1.9490515817386524,-2.480645020408326,23.645088591724573,22.164443571316248,"19197"
"Luis Arraez","MIA","1B/2B/DH",214.10000610351562,571.902,15.142526300186184,-9.09194448435136,-3.37934426144589,-2.356663393086198,-4.496970543600788,-4.182396382298051,25.312990325207977,22.130593942909925,"18568"
"Jeff McNeil","NYM","2B/OF",198.8300018310547,583.801,9.845127010965376,-4.236524023577469,-3.9540676628798654,-3.2236525441463817,-2.7167675127317317,-4.285884732370072,25.312990325207977,22.027105592837902,"15362"
"Salvador Perez","KCR","C/DH",70.93000030517578,544.716,-2.7826082818751576,5.317962725558303,-6.10703460545383,-1.1645106105211318,2.09527816901779,-2.6409126032740273,23.645088591724573,22.004175988450548,"7304"
"Kris Bryant","COL","OF",131.3300018310547,526.13,2.6710918271390987,-4.41492674101582,-3.4860280940838564,2.6221685137045485,-2.971483341613797,-5.579177835869826,26.148260121145565,21.569082285275737,"15429"
"Amed Rosario","CLE","SS",118.2699966430664,617.586,6.409945778260521,-3.380667896196121,4.621861387342831,-9.439843781904061,0.38124884630353295,-1.407455666193298,21.898122131812425,21.490666465619128,"15518"
"Gleyber Torres","NYY","2B",118.12999725341797,579.437,-2.272582441098837,-0.8443414037188454,2.0191910815697605,-3.162994086634314,-0.7399928656948143,-5.00071971557705,25.312990325207977,21.312270609630925,"16997"
"Oneil Cruz","PIT","SS",77.33000183105469,571.826,-7.05641803557084,0.11395749411574461,6.366969650271249,-2.129486482598377,0.8055364517789512,-1.8994409220032722,21.898122131812425,20.998681209809156,"21711"
"Willy Adames","MIL","SS",97.2699966430664,621.151,-7.1812631222037595,4.421444180723785,-0.932143247017821,-2.558693653178272,3.8680160740567273,-2.3826397676193394,21.898122131812425,20.515482364193087,"15986"
"Adolis Garcia","TEX","OF/DH",59.93000030517578,607.314,-11.834640895270457,3.8872878022326898,7.5552992249243145,-8.796812925570714,1.8853711151149242,-7.303495678569244,26.148260121145565,19.84476444257632,"19287"
"Anthony Santander","BAL","OF/DH",132.60000610351562,605.084,-8.060057616261519,5.3322870436215135,-5.813122371817691,-2.614435223665453,3.51541218780317,-7.639915980319979,26.148260121145565,19.508344140825585,"14551"
"Jorge Polanco","MIN","2B",161.60000610351562,592.073,-3.6377873894630994,0.5037431904354457,-1.408659555825521,-1.7898674238697325,-0.48874652537329305,-6.821317704096201,25.312990325207977,19.49167262111177,"13152"
"Lourdes Gurriel Jr.","ARI","OF",233.42999267578125,540.205,5.9344640018470605,-3.860381095883056,-3.869534050902426,-2.8436732911184004,-3.1508913718339717,-7.790015807890793,26.148260121145565,19.358244313254772,"19238"
"Ketel Marte","ARI","2B/DH",215.39999389648438,577.335,1.5246452643431339,-3.1530842347496226,-3.1293613371569227,-1.5553504837378733,-0.975628974779746,-7.28877976608103,25.312990325207977,19.024210559126946,"13613"
"Brandon Nimmo","NYM","OF",174.1699981689453,611.628,2.266843277966373,-6.446867944153347,-3.069719821712485,0.8684340393425531,-1.7590308738734937,-8.140341322430398,26.148260121145565,19.007918798715163,"12927"
"Corbin Carroll","ARI","OF",73.12999725341797,552.546,-4.550733652730353,-5.974377485670277,7.09719306234739,-1.7940822709135524,-3.2517444569402483,-8.473744803907042,26.148260121145565,18.674515317238523,"25878"
"Andrew Vaughn","CHW","1B/OF/DH",146.52999877929688,585.692,-0.15728491753830184,-0.19344654495930716,-5.842109690003764,-2.8050376115272395,-0.10190172309733916,-9.099780487125951,26.148260121145565,18.048479634019614,"26197"
"Oscar Gonzalez","CLE","OF",186.6999969482422,515.604,4.566851261181523,-2.9050439931367245,-4.938086049702384,-3.0877059940717255,-3.0148804766133166,-9.378865252342626,26.148260121145565,17.769394868802937,"20970"
"Alec Bohm","PHI","3B",182.77000427246094,605.866,5.845994054277721,-1.5090153409912568,-3.2504082272248365,-5.5020233381262855,0.30070253715088396,-4.114750314913772,20.634430259276243,17.51967994436247,"21618"
"Brendan Rodgers","COL","2B",266.3999938964844,548.181,5.022359605168443,-3.680711201341605,-6.2836271865362034,-1.77228919675501,-2.2291407360525977,-8.943408715516973,25.312990325207977,17.369581609691,"17907"
"Vaughn Grissom","ATL","2B",175.10000610351562,484.553,4.598301866270595,-9.365770854451405,5.164810676676182,-1.5105672947906463,-7.92842567236368,-9.041651278658952,25.312990325207977,17.271339046549024,"26031"
"Giancarlo Stanton","NYY","OF/DH",151.47000122070312,517.306,-7.493014535169368,3.8426252785722532,-6.409077853058138,1.5012801203166852,-2.2827113993512067,-10.840898388689773,26.148260121145565,16.30736173245579,"4949"
"Nico Hoerner","CHC","SS",134.6699981689453,557.698,5.827193051350979,-8.090750042880579,7.29661559551526,-6.146050356261868,-5.607253320819309,-6.720245073095516,21.898122131812425,16.17787705871691,"21479"
"Joey Meneses","WSN","1B/OF",197.3699951171875,556.188,-1.231687822350461,-0.5258609241489559,-4.985555579447173,-3.71756621371548,-0.6614582316305606,-11.12212877129263,26.148260121145565,16.026131349852935,"14366"
"Ian Happ","CHC","OF",154.89999389648438,603.974,-5.9594793657618235,-0.5552836658098099,-0.19698974494794372,-3.627127726215954,-0.8024552031577188,-11.141335705893251,26.148260121145565,16.00692441525231,"17919"
"C.J. Cron","COL","1B/DH",130.8699951171875,576.23,-2.9702576378847843,5.804827987248133,-6.404820685342837,0.7585424079936494,1.6791800360355962,-1.1325278919502422,15.822257523137262,15.689729631187019,"12546"
"Gunnar Henderson","BAL","3B",93.5,579.741,-3.852204641071117,-1.356678103167695,1.228486374192981,-1.3889137721852443,-1.5168613477802382,-6.886171490011313,20.634430259276243,14.74825876926493,"26289"
"Tommy Edman","STL","2B/SS",75.0999984741211,619.144,-1.0324730545901868,-6.996851415147322,11.780894289562811,-10.226406254677048,-1.895761203214879,-8.370597638066624,21.898122131812425,14.527524493745805,"19470"
"Mitch Haniger","SFG","OF",181.3000030517578,546.286,-4.3471028286213995,-0.03995151451033569,-5.887587109047563,-0.6821291083433173,-1.9438158028858066,-12.900586363408422,26.148260121145565,14.247673757737141,"14274"
"Hunter Renfroe","LAA","OF",150.6699981689453,541.418,-8.458896301952366,2.5013292533872993,-5.180066775680623,-1.5728439942757773,-0.2923842319752013,-13.002862050496669,26.148260121145565,14.145398070648893,"15464"
"Yandy Diaz","TBR","3B",266.29998779296875,572.385,6.119275384227409,-5.911496556540819,-4.173745107513452,1.0161021347885493,-4.9257568042498985,-7.87562094928821,20.634430259276243,13.758809309988033,"16578"
"Christian Yelich","MIL","OF/DH",130.6999969482422,621.426,-5.7336063494755205,-5.3509600077068065,4.560314203870819,-3.687430767082067,-3.380106633827811,-13.591789554221386,26.148260121145565,13.556470566924178,"11477"
"Alejandro Kirk","TOR","C/DH",99.5999984741211,486.273,5.123227130978295,-4.498154865833988,-6.3492329338953395,1.8102683441821175,-7.534795580643264,-11.448687905212182,23.645088591724573,13.196400686512396,"22581"
"Randal Grichuk","COL","OF",246.22999572753906,524.497,-2.2639914994566137,-1.036124367036025,-4.6102136330511385,-3.6718381618499003,-2.389952568415621,-13.972120229809299,26.148260121145565,13.176139891336264,"10243"
"Ryan Mountcastle","BAL","1B/DH",154,589.95,-2.550368684738275,3.751876550203275,-3.8843528969740193,-2.82896502087701,1.758966751584323,-3.7528433008017066,15.822257523137262,13.069414222335554,"18373"
"Christian Walker","ARI","1B",136.77000427246094,613.887,-5.421296837382782,5.083139494526755,-5.207679851820006,-1.0150079851793734,2.7019844441925174,-3.8588607356628897,15.822257523137262,12.963396787474371,"13419"
"Josh Bell","CLE","1B/DH",175.92999267578125,593.202,0.8796730617701016,1.6694552520302497,-6.498101784625833,0.6600824628349045,-0.8063362438109651,-4.095227251801543,15.822257523137262,12.72703027133572,"13145"
"Daulton Varsho","TOR","C/OF",37.599998474121094,556.385,-10.27937883417478,-0.6940841538095376,3.847092851171714,-3.756985660199708,-1.8779198185953003,-12.761275615607612,23.645088591724573,11.883812976116962,"19918"
"Max Muncy","LAD","2B/3B/DH",140,572.735,-11.930255169079771,3.3371781183798404,-5.091301937719933,1.7093514467812838,-2.508386144691423,-14.483413686330001,25.312990325207977,11.829576638877974,"13301"
"Ty France","SEA","1B",170.8000030517578,608.975,2.7401216973494273,0.08292932489000526,-6.465880579498566,-2.2257419118317894,0.37620644097973865,-5.492365028111182,15.822257523137262,11.329892495026078,"17982"
"Josh Naylor","CLE","1B/DH",218.22999572753906,525.919,0.6081230880703347,-0.27472426039833303,-2.9410777640212697,-0.30862738696892217,-2.857927600492185,-5.7742339238103755,15.822257523137262,11.048023599326886,"18839"
"Andrew Benintendi","CHW","OF",211.22999572753906,528.727,1.770619817714284,-7.014036558011692,-0.25635800152807176,-3.599966860856491,-7.206955952684289,-16.306697555366256,26.148260121145565,10.841562565779306,"17901"
"Jean Segura","MIA","2B",228.6300048828125,534.195,3.6330169445027574,-8.753056226920503,2.4493183940503678,-5.650412740611926,-7.222915877632448,-15.544049506611753,25.312990325207977,10.76894081859622,"5933"
"Rhys Hoskins","PHI","1B",129.22999572753906,624.536,-10.706972581857878,5.080093557532581,-4.717461486273087,0.6618686960298408,3.402571342758658,-6.279900471809884,15.822257523137262,10.542357051327379,"16472"
"Brandon Lowe","TBR","2B",169.1300048828125,529.129,-8.258434430245506,-0.1271494544496409,-3.6039512602715185,-0.3868174651430954,-3.409470485722847,-15.78582309583261,25.312990325207977,10.527167229375365,"18882"
"Rowdy Tellez","MIL","1B",164.1699981689453,555.996,-7.2909417806435695,3.97598010242107,-5.389627302014681,1.2801795456968847,0.799423850199963,-6.624985584340334,15.822257523137262,10.197271938796929,"15679"
"Jose Miranda","MIN","1B/3B/DH",154.42999267578125,570.844,0.2740809568221455,-0.8539504093745007,-5.352477580811157,-4.2674380408513874,-1.2899860971431645,-11.489771171358061,20.634430259276243,10.144659087918182,"20538"
"Willson Contreras","STL","C/DH",101.02999877929688,518.525,-4.216674524546736,-3.8443789882158717,-3.3998408194759278,1.725635387891497,-4.8526856002174865,-14.587944544564525,23.645088591724573,10.05714404716005,"11609"
"Ezequiel Tovar","COL","SS",240.5,473.321,3.3455919730716968,-8.259999803793342,1.5504038908090436,-2.2941865785263884,-7.378722093666153,-13.03691261210514,21.898122131812425,9.861209519707286,"24064"
"Charlie Blackmon","COL","OF/DH",290.7300109863281,520.12,0.9455099398092935,-4.300125207421573,-4.074206904876913,-4.326555156188967,-6.756448764757336,-18.511826093435495,26.148260121145565,8.63643402771007,"7859"
"Adley Rutschman","BAL","C/DH",64.83000183105469,551.317,-2.411612406424306,-5.4601105708997055,-3.909750611706278,0.44600349662553235,-4.836235985114702,-16.17170607751946,23.645088591724573,8.473382514205115,"26288"
"Thairo Estrada","SFG","2B/SS",167.1699981689453,544.017,-1.521795791724749,-6.647209822140344,6.053725691489405,-6.610826814906705,-5.94154068267642,-14.667647419958813,21.898122131812425,8.230474711853615,"16426"
"J.D. Martinez","LAD","DH",201.07000732421875,562.58,-1.2684779763898546,0.6258061705102791,-6.281335495712651,-0.913122045949594,-0.9290148735212906,-8.766144221063112,15.822257523137262,8.05611330207415,"6184"
"Ryan McMahon","COL","3B",209.42999267578125,585.268,-6.464231830279151,-0.11666537297245487,-1.6893992833973936,-3.9023808838374774,-1.846867528088489,-14.019544898574967,20.634430259276243,7.614885360701277,"15112"
"Jonathan India","CIN","2B",177.8000030517578,556.976,-3.222919162222819,-6.090776032638818,-1.0438503991444055,-3.0747793777752963,-5.406999985448516,-18.839324957229856,25.312990325207977,7.473665367978121,"21523"
"Jeremy Pena","HOU","SS",116.56999969482422,585.498,-5.904995982518836,-1.9543750833306355,2.1317937369287963,-9.007515603787947,-0.7902510820762182,-15.52534401478484,21.898122131812425,7.372778117027589,"21636"
"Harrison Bader","NYY","OF",167.8000030517578,510.852,-6.170460507852027,-8.065904620901579,8.538496763550514,-6.383615583527433,-7.983147825682074,-20.064631774412597,26.148260121145565,7.083628346732964,"18030"
"Sean Murphy","ATL","C/DH",122.9000015258789,535.055,-4.780931351989726,-2.677618518473349,-5.9975674169621875,-0.4313526983028873,-3.801504474801756,-17.688974460529906,23.645088591724573,6.956114131194668,"19352"
"Joc Pederson","SFG","OF",255.60000610351562,490.687,-6.392495971988527,-2.5611190012177096,-4.165938834022429,-0.7739416777171412,-6.331005984855352,-20.224501469801158,26.148260121145565,6.923758651344405,"11899"
"Austin Hays","BAL","OF",262.8999938964844,558.293,-4.91463659709953,-3.259904067148638,-3.6565773455263475,-6.421983008587665,-2.9432873310146834,-21.196388349376864,26.148260121145565,5.951871771768701,"19363"
"Wil Myers","CIN","1B/OF",245.3699951171875,489.966,-4.400209778605234,-4.114548551084789,-2.434315806747433,-2.897723863840904,-7.489272889892509,-21.336070890170866,26.148260121145565,5.812189230974694,"10047"
"Whit Merrifield","TOR","2B/OF",196.22999572753906,504.196,-1.0421241118458648,-9.742420316419436,7.106088799284355,-8.013985943256994,-9.707215322935351,-21.39965689517329,26.148260121145565,5.748603225972275,"11281"
"Justin Turner","BOS","3B/DH",240.92999267578125,511.464,1.2229310694475908,-3.3961129844461393,-4.767277291639079,-2.0628755859250605,-7.486589419126829,-16.489924211689516,20.634430259276243,5.144506047586724,"5235"
"Javier Baez","DET","SS",159.60000610351562,594.961,-8.315451234166671,-0.839942464877535,2.0145024595397802,-10.208887511566612,-0.4443360628546522,-17.79411481392569,21.898122131812425,5.104007317886736,"12979"
"Ke'Bryan Hayes","PIT","3B",173.22999572753906,580.495,-2.500895520275205,-7.167964077857074,6.663943811992181,-8.43806331940234,-5.469550219970079,-16.91252932551252,20.634430259276243,4.721900933763722,"18577"
"Anthony Rizzo","NYY","1B",155.1699981689453,570.798,-8.817703152979988,0.5096869746693817,-1.9207063038150018,-0.18190174819145627,-2.014820743130235,-12.425444973447298,15.822257523137262,4.396812549689963,"3473"
"Manuel Margot","TBR","OF",293.3999938964844,500.057,-1.282693699865494,-8.421683524526097,4.1061308241015455,-7.253757080087857,-10.439523256622273,-23.29152673700018,26.148260121145565,3.8567333841453872,"14712"
"Lars Nootbaar","STL","OF",183.47000122070312,496.973,-6.025520272230207,-6.4999497069197805,-1.9932159899611026,-0.7852068375141308,-8.200006743868764,-23.50389955049399,26.148260121145565,3.6443605706515765,"21454"
"Jesse Winker","MIL","OF",268.29998779296875,503.956,-3.933989852233694,-6.266713392233817,-6.019798900879747,0.8662409440731906,-8.292499221569486,-23.646760422843553,26.148260121145565,3.5014996983020104,"13590"
"Harold Ramirez","TBR","1B/OF/DH",388.70001220703125,441.139,4.814804055048172,-8.961479093551715,-3.6344323042822047,-4.076739146175879,-12.109524480037729,-23.967370968999354,26.148260121145565,3.180889152146208,"14387"
"Tyler Stephenson","CIN","C",142.6999969482422,483.09,1.0407121086979214,-5.629271141392195,-5.315398674731617,-2.4345348146928365,-9.40610151161538,-21.744594033734106,23.645088591724573,2.9004945579904655,"17988"
"Riley Greene","DET","OF",193.1300048828125,582.883,-4.410793008350236,-5.710079344996209,-1.8793527718149419,-7.552625311922289,-4.805157942311758,-24.358008379395432,26.148260121145565,2.79025174175013,"25976"
"Gavin Lux","LAD","2B/OF",224.1999969482422,516,-1.220954512021936,-8.488234723591633,-1.4341240671690547,-4.645223261676403,-8.678130923274573,-24.4666674877336,25.312990325207977,1.8463228374743759,"19955"
"Matt Chapman","TOR","3B",159.1999969482422,607.1,-15.284821315815421,2.7059152491087217,-4.8598859709577304,-3.3057933953840126,0.342709576863298,-20.401875856185143,20.634430259276243,1.2325544030911013,"16505"
