Name,Team,POS,ADP,PA,mAVG,mRBI,mSB,mOPS,mTB,PTS,aPOS,Dollars,PlayerId
"Marcus Semien","TEX","2B",34.029998779296875,671.954,-3.608370621953792,4.680087670499033,6.4995350962161025,-0.9821998366791173,8.10476544277626,14.693817750858484,23.53109697853172,39.22491472939021,"12533"
"Luis Robert","CHW","OF",48.970001220703125,552.803,7.1862800696220335,-0.8350169879588751,3.4357854517353803,2.007595270912466,1.8532521416570782,13.64789594596808,23.989721382251837,38.63761732821992,"20043"
"Will Smith","LAD","C/DH",57.630001068115234,531.029,3.027298864510841,2.9882853872694985,-5.299947218932869,6.230889583699718,0.471786305140097,7.418312921687285,27.847469849685343,36.26578277137262,"19197"
"Ozzie Albies","ATL","2B",54.43000030517578,596.97,-0.1669791959680316,1.5279078437250877,7.15094266807594,-0.8127356930054711,3.7037588701433846,11.40289449297091,23.53109697853172,35.93399147150264,"16556"
"Michael Harris II","ATL","OF",28.399999618530273,599.146,4.132917971643354,-2.165521050799548,8.198335993959978,-1.9234473336039026,2.2533152624366384,10.49560084363652,23.989721382251837,35.48532222588835,"25931"
"Wander Franco","TBR","SS",90.97000122070312,601.599,8.437475287496007,-1.3456480820400254,1.2843639889035334,-0.9955487312884341,1.1581341348264016,8.538776597897483,23.811446917007224,33.350223514904705,"23667"
"Nick Castellanos","PHI","OF",129.57000732421875,590.187,3.6084548479744916,3.5476620393865574,-3.218677564843319,0.47752180873195593,3.936903205469649,8.351864336719334,23.989721382251837,33.341585718971174,"11737"
"Taylor Ward","LAA","OF",120.33000183105469,589.34,2.199422331575935,0.9949766190827535,-2.140247124544522,4.175676061488833,2.689068566927537,7.918896454530537,23.989721382251837,32.908617836782376,"17548"
"Randy Arozarena","TBR","OF/DH",36.93000030517578,616.392,-3.5528894634905215,-1.240063929430346,14.450822400980966,-3.0767474477240304,1.277698385390916,7.858819945726986,23.989721382251837,32.84854132797882,"19290"
"J.T. Realmuto","PHI","C",25.799999237060547,550.349,2.706870796637596,-2.528781219440012,4.064147674837652,0.6634305800468524,-1.3132620498112428,3.592405782270845,27.847469849685343,32.439875631956184,"11739"
"Matt Olson","ATL","1B",47,656.24,-5.0815044310980495,10.472089306765142,-4.775052217894246,5.858212073380441,8.310669090787911,14.784413821941202,16.32155267650477,32.105966498445966,"14344"
"Alex Bregman","HOU","3B",79.02999877929688,622.892,0.6868110229539819,3.7799962238341425,-5.323892364949783,4.7311243464489205,3.0982981945855252,6.972337422872786,24.105316142200117,32.07765356507291,"17678"
"Dansby Swanson","CHC","SS",84.43000030517578,651.583,-2.9736541669393195,3.5975282241147886,3.679768090143616,-2.9900829289800726,5.078554400008042,6.392113618347055,23.811446917007224,31.203560535354274,"18314"
"Tyler O'Neill","STL","OF",102.19999694824219,537.189,-3.1042797064066763,0.831164158554419,5.086327751937684,2.1298769231086125,-0.012677634800059928,4.93041149239398,23.989721382251837,29.92013287464582,"15711"
"George Springer","TOR","OF/DH",84.06999969482422,577.93,-0.8644131139369461,1.1665619370939997,0.6354508751021847,2.1992564318834398,1.327676557788882,4.464532687931561,23.989721382251837,29.4542540701834,"12856"
"Tim Anderson","CHW","SS",92,575.936,10.815560199832747,-6.4321385768861195,7.519258566302268,-5.329446723017931,-1.9465369129063874,4.626696553324578,23.811446917007224,29.438143470331802,"15172"
"Teoscar Hernandez","SEA","OF",74.02999877929688,587.936,-3.502661125272893,2.823454484853613,1.2427953779550092,-0.19110630713471363,3.6387769316317717,4.011259362032787,23.989721382251837,29.00098074428462,"13066"
"Xander Bogaerts","SDP","SS",91.4000015258789,628.526,4.006056023737356,1.4602751276073445,-2.5891876032644405,-0.9802459600624577,2.0116529853624914,3.908550573380293,23.811446917007224,28.719997490387513,"12161"
"Cedric Mullins II","BAL","OF",49.369998931884766,625.111,-4.680177071427515,-2.6462358402039188,14.915490730919718,-5.4097974082571065,1.1755462946932245,3.354826705724403,23.989721382251837,28.344548087976243,"17929"
"Willy Adames","MIL","SS",97.2699966430664,621.151,-5.480521292897449,5.134704460764898,-1.1515655930258621,-0.4642848663855638,4.936998727340806,2.97533143579683,23.811446917007224,27.786778352804053,"15986"
"Carlos Correa","MIN","SS",122.9000015258789,614.878,3.003782837247583,1.251719347229963,-6.029700051885858,1.9015855451368495,2.7017706525994067,2.8291583303279433,23.811446917007224,27.640605247335166,"14162"
"Francisco Lindor","NYM","SS",32.16999816894531,654.471,-5.283994059557838,4.36405050630339,3.4248494685482767,-4.24945298351531,3.3219482900782324,1.5774012218567517,23.811446917007224,26.38884813886398,"12916"
"Oneil Cruz","PIT","SS",77.33000183105469,571.826,-5.327394037799672,0.11312175390932229,7.683063043890279,-1.987956754312952,0.8191516108075647,1.299985616494542,23.811446917007224,26.111432533501766,"21711"
"Byron Buxton","MIN","OF/DH",104.62999725341797,513.301,-4.65428709308552,0.7826570317296416,1.1393113641289179,3.359758438745123,0.4369083799765631,1.064348121494726,23.989721382251837,26.054069503746565,"14161"
"Kris Bryant","COL","OF",131.3300018310547,526.13,4.747801730305651,-2.703391207672479,-2.6165012139364325,3.78753567284086,-2.4150674932973937,0.8003774882402059,23.989721382251837,25.790098870492045,"15429"
"Luis Arraez","MIA","1B/2B/DH",214.10000610351562,571.902,13.471972713833061,-5.090985154308231,-2.8442357348065834,-1.6644366357223543,-3.837376643737435,0.03493854525845758,23.53109697853172,24.56603552379018,"18568"
"Salvador Perez","KCR","C/DH",70.93000030517578,544.716,-3.808949410224857,5.416393905916859,-5.947893832285937,-1.413811557934942,0.9410222043018762,-4.813238690227001,27.847469849685343,24.03423115945834,"7304"
"Masataka Yoshida","BOS","OF",225.77000427246094,512.992,7.442272881235601,-3.4023557092668355,-4.94724311394296,3.4922695672804296,-3.8291629203755595,-1.2442192950693254,23.989721382251837,23.74550208718251,"31837"
"Gleyber Torres","NYY","2B",118.12999725341797,579.437,-1.8333390658499604,0.09403363237810597,2.0204072387211447,-1.7524552332980534,0.4622278599328866,-1.0091255681158766,23.53109697853172,23.52197141041585,"16997"
"Amed Rosario","CLE","SS",118.2699966430664,617.586,6.9781346834940345,-3.2876771090325407,4.249754354129385,-8.994253452353643,-0.3614497044326856,-1.4154912281954515,23.811446917007224,23.39595568881177,"15518"
"Eloy Jimenez","CHW","OF/DH",81.37000274658203,564.756,1.5699698260168546,1.0736248571548066,-6.442142550659636,0.49601872321397167,0.9959456391750942,-2.3065835050989074,23.989721382251837,22.68313787715293,"17484"
"Jorge Polanco","MIN","2B",161.60000610351562,592.073,-2.6540701645282545,-0.40697165309361927,0.25896360430103443,-0.0280774624074246,0.9238343623648605,-1.906321313363404,23.53109697853172,22.624775665168315,"13152"
"Ketel Marte","ARI","2B/DH",215.39999389648438,577.335,2.4493362320611554,0.28075933229625005,-3.7869694379491317,-0.31612211601513124,-0.653674275703771,-2.026670265310628,23.53109697853172,22.504426713221093,"13613"
"Jazz Chisholm Jr.","MIA","2B",45.22999954223633,554.424,-8.696893001669244,-3.245863086920261,15.732807595319633,-3.4855912887421643,-2.5749560931913322,-2.270495875203372,23.53109697853172,22.26060110332835,"20454"
"Yandy Diaz","TBR","3B",266.29998779296875,572.385,6.501640669564403,-3.343817440773709,-3.9082254449481173,1.4047211437624723,-3.5788993730160286,-2.92458044541098,24.105316142200117,22.180735696789135,"16578"
"Tommy Edman","STL","2B/SS",75.0999984741211,619.144,-0.01427749950754879,-5.351854445488109,12.626068070273602,-8.589274478881755,-1.3863976381258933,-2.7157359917297037,23.811446917007224,22.095710925277523,"19470"
"Andres Gimenez","CLE","2B",83.43000030517578,585.802,-1.046359866814207,-4.1082313098238705,10.171724697311722,-5.097079638690406,-2.4550434722301557,-2.534989590246917,23.53109697853172,21.996107388284805,"19950"
"Brendan Rodgers","COL","2B",266.3999938964844,548.181,7.298015755713957,-2.329156390999613,-5.946538477294659,-0.13032495547170045,-1.5091277674044312,-2.6171318354564463,23.53109697853172,21.913965143075277,"17907"
"Nolan Arenado","STL","3B",34.93000030517578,636.523,-4.182957685233761,4.508280952077449,-3.9020713103985782,-3.5809532890593982,3.5773204695182166,-3.5803808630960714,24.105316142200117,21.524935279104042,"9777"
"Willson Contreras","STL","C/DH",101.02999877929688,518.525,-1.0542800649295674,-2.6352032874488134,-1.740375701027547,2.3624464561717633,-4.454020779146495,-7.521433376380659,27.847469849685343,21.326036473304683,"11609"
"Starling Marte","NYM","OF",77.93000030517578,549.306,2.645378594903132,-7.716131522755207,12.30297006900401,-5.292679715126233,-5.824229929670155,-3.884692503644453,23.989721382251837,21.105028878607385,"9241"
"Seiya Suzuki","CHC","OF",109.93000030517578,569.73,-1.3120099711680624,-2.422389806872642,0.7800826853218573,0.6023886227532876,-2.189485287647097,-4.541413757612656,23.989721382251837,20.44830762463918,"30116"
"Alex Verdugo","BOS","OF",200.52999877929688,602.077,6.8152814571495215,-3.475468937080462,-3.2193388448582296,-3.7979802669323712,-0.8743874296352031,-4.551894021356745,23.989721382251837,20.437827360895092,"17027"
"Anthony Santander","BAL","OF/DH",132.60000610351562,605.084,-7.325947489169257,5.751406788358469,-5.4251059655035805,-1.525739757934815,3.906689753110349,-4.618696671138835,23.989721382251837,20.371024711113,"14551"
"Daulton Varsho","TOR","C/OF",37.599998474121094,556.385,-9.098420161612049,-0.411920803804693,3.860874948189105,-2.239329577396705,-1.1563130955458658,-9.045108690170208,27.847469849685343,19.802361159515133,"19918"
"J.D. Martinez","LAD","DH",201.07000732421875,562.58,2.46609692691432,3.0334238216969927,-6.2599353857080215,1.9719972994974995,1.217215398316791,2.4287980607175816,16.32155267650477,19.75035073722235,"6184"
"Jose Abreu","HOU","1B/DH",90.97000122070312,631.068,2.435897934466359,2.979964138000982,-5.800565181522852,-0.6806488449973535,3.3110171737862126,2.2456652197333478,16.32155267650477,19.567217896238116,"15676"
"Alec Bohm","PHI","3B",182.77000427246094,605.866,4.464017481520777,-1.4995928965876435,-3.5758608028859644,-5.680475859170724,0.08036992624141194,-6.211542150882146,24.105316142200117,18.89377399131797,"21618"
"Nico Hoerner","CHC","SS",134.6699981689453,557.698,6.817330805105626,-8.705401351623797,6.943070668416843,-6.045019623707788,-5.464186312490402,-6.4542058142995185,23.811446917007224,18.357241102707704,"21479"
"Steven Kwan","CLE","OF",123,606.478,6.156603204629152,-6.32166147520799,3.784814387282151,-6.304016346516229,-4.399497329230288,-7.083757559043203,23.989721382251837,17.90596382320863,"24610"
"Andrew Vaughn","CHW","1B/OF/DH",146.52999877929688,585.692,1.6422853166388713,-0.8494863563144439,-5.8468832636222405,-2.012946497457151,-0.214958178768338,-7.281988979523302,23.989721382251837,17.707732402728535,"26197"
"Max Muncy","LAD","2B/3B/DH",140,572.735,-8.960569870555247,3.7247414937343226,-5.085201172699019,3.7487817962253245,-0.9837260009814148,-7.555973754276033,24.105316142200117,17.54934238792408,"13301"
"Jake McCarthy","ARI","OF",114.12999725341797,561.151,-0.89414882189726,-9.081269422092921,13.986495472621181,-6.404359205356905,-5.318997108896337,-7.71227908562224,23.989721382251837,17.277442296629598,"21622"
"Ryan Mountcastle","BAL","1B/DH",154,589.95,-0.8733477787920924,2.958794852612598,-3.2679885698609215,-1.4392050702295436,2.3322868336667493,-0.2894597326032103,16.32155267650477,17.03209294390156,"18373"
"Mitch Haniger","SFG","OF",181.3000030517578,546.286,-1.8913814478898896,-0.04143276330676285,-5.42779858491334,0.6713913839800715,-1.434118087399891,-8.123339499529811,23.989721382251837,16.866381882722024,"14274"
"Rhys Hoskins","PHI","1B",129.22999572753906,624.536,-8.802770543000905,6.4897294705904445,-4.030324379867344,2.1666035382624376,3.3930129089719934,-0.7837490050433749,16.32155267650477,16.5378036714614,"16472"
"Alejandro Kirk","TOR","C/DH",99.5999984741211,486.273,4.3575534842919526,-4.857012606824152,-6.370078226275168,1.1024675148172534,-7.123560173937228,-12.890630007927342,27.847469849685343,15.956839841757997,"22581"
"Randal Grichuk","COL","OF",246.22999572753906,524.497,-0.8070938675766917,-0.8058057584350151,-4.610009417405138,-1.7568852465552642,-1.2845588731128295,-9.264353163084937,23.989721382251837,15.725368219166898,"10243"
"Christian Yelich","MIL","OF/DH",130.6999969482422,621.426,-3.234837714292433,-5.604904896022927,5.611433809658956,-2.7342823991585896,-3.3039579235208514,-9.266549123335846,23.989721382251837,15.72317225891599,"11477"
"Brandon Nimmo","NYM","OF",174.1699981689453,611.628,1.78688654905444,-5.027133275967015,-1.951528495642776,-0.7775885615976617,-3.41649324321323,-9.385857027366242,23.989721382251837,15.603864354885598,"12927"
"Rowdy Tellez","MIL","1B",164.1699981689453,555.996,-5.798952228722116,5.179655556383645,-5.583852690025807,2.3059792932398233,1.4515550246740352,-2.445615044450418,16.32155267650477,14.875937632054354,"15679"
"Christian Walker","ARI","1B",136.77000427246094,613.887,-4.225296123922652,5.146060598735112,-5.043382911845876,-0.8555701301159154,2.290051530802185,-2.688137036347147,16.32155267650477,14.633415640157624,"13419"
"Adolis Garcia","TEX","OF/DH",59.93000030517578,607.314,-11.629884926771542,0.5171332226924472,6.305169239891847,-7.553189009842842,1.8052109034727417,-10.555560570557343,23.989721382251837,14.434160811694495,"19287"
"Javier Baez","DET","SS",159.60000610351562,594.961,-4.580871239282801,-1.747506857602642,3.3015871706398547,-7.633513674490711,0.14961122501265545,-10.510693375723642,23.811446917007224,14.300753541283578,"12979"
"Jeremy Pena","HOU","SS",116.56999969482422,585.498,-2.99243537931467,-2.6848821333682977,2.616772712100822,-6.804135021697057,-1.0677541564048476,-10.932433978684053,23.811446917007224,13.879012938323172,"21636"
"Vinnie Pasquantino","KCR","1B/DH",98.9000015258789,580.093,3.580693311668833,-1.0163268932241583,-4.936164076072496,0.022622329779178326,-1.1443994509971414,-3.493574778845784,16.32155267650477,13.827977897658988,"27676"
"Adley Rutschman","BAL","C/DH",64.83000183105469,551.317,-2.8142721095818413,-3.360231726580085,-4.030782859922574,-0.5709082154785782,-4.38275134338018,-15.158946254943261,27.847469849685343,13.68852359474208,"26288"
"Corbin Carroll","ARI","OF",73.12999725341797,552.546,-2.9450343375476224,-6.708023925127089,6.0476693254885845,-3.3870842732964976,-4.533842574029114,-11.526315784511738,23.989721382251837,13.463405597740097,"25878"
"Sean Murphy","ATL","C/DH",122.9000015258789,535.055,-3.505520500264176,-1.6427265587904942,-6.107263846620198,-0.7020768108811504,-3.5609807954277795,-15.518568511983798,27.847469849685343,13.328901337701542,"19352"
"Nathaniel Lowe","TEX","1B",107.37000274658203,611.286,0.978440958465846,-0.8401705082794908,-3.436386754129392,-1.5852250225391498,0.6722957499332958,-4.21104557654889,16.32155267650477,13.11050709995588,"19566"
"Lourdes Gurriel Jr.","ARI","OF",233.42999267578125,540.205,5.036082355754292,-4.82598078469529,-2.7319962548346988,-4.624447705122427,-4.890298261672758,-12.036640650570881,23.989721382251837,12.953080731680958,"19238"
"Jake Cronenworth","SDP","1B/2B",196.1300048828125,615.165,-4.511973771096714,-0.031149565786644698,-2.9485194447225367,-3.847992857912101,-0.5954425544409336,-11.935078193958928,23.53109697853172,12.596018784572793,"18036"
"Matt Chapman","TOR","3B",159.1999969482422,607.1,-14.287631340730554,4.995848935721792,-3.972696721059522,-1.6425344763669052,1.8906731014921194,-13.016340500943071,24.105316142200117,12.088975641257045,"16505"
"Josh Bell","CLE","1B/DH",175.92999267578125,593.202,0.7590809124686607,1.3251220986571066,-6.02511348866235,-0.06640617294405814,-1.3999942292561554,-5.407310879736796,16.32155267650477,11.914241796767975,"13145"
"Giancarlo Stanton","NYY","OF/DH",151.47000122070312,517.306,-7.616957095670386,2.084944463812892,-6.40190688442551,1.1868162675901828,-2.5259389997123374,-13.273042248405156,23.989721382251837,11.716679133846682,"4949"
"Jeff McNeil","NYM","2B/OF",198.8300018310547,583.801,5.369357065594558,-4.388324968941324,-4.517316847728098,-5.463736974997353,-4.371758920474641,-13.371780646546854,23.989721382251837,11.617940735704984,"15362"
"Thairo Estrada","SFG","2B/SS",167.1699981689453,544.017,0.7646872329706429,-8.272759403623926,5.689865627185035,-6.0421228835278145,-5.657910495322791,-13.518239922318855,23.811446917007224,11.293206994688365,"16426"
"Hunter Renfroe","LAA","OF",150.6699981689453,541.418,-8.449549293170199,1.2561269184757506,-5.168814501363258,-1.1498124672834649,-0.2867319987974786,-13.798781342138648,23.989721382251837,11.190940040113189,"15464"
"Ryan McMahon","COL","3B",209.42999267578125,585.268,-5.485414387453507,-1.1401850950870454,-1.9125315291966827,-3.545609291178833,-2.0009852113845668,-14.084725514300638,24.105316142200117,11.020590627899479,"15112"
"Ian Happ","CHC","OF",154.89999389648438,603.974,-6.2380126881605005,-1.6231377317159001,-0.22988931662074927,-4.145989375198216,-1.800025268981428,-14.037054380676793,23.989721382251837,10.952667001575042,"17919"
"C.J. Cron","COL","1B/DH",130.8699951171875,576.23,-3.5184098460522195,3.2441561384159963,-6.157868327592891,-0.6107827788798192,0.4927868704588712,-6.550117943650063,16.32155267650477,10.771434732854708,"12546"
"Jonathan India","CIN","2B",177.8000030517578,556.976,-2.5246053512385127,-4.381643785789382,-0.47399441429100553,-2.0358447005106686,-4.606722552271301,-14.02281080410087,23.53109697853172,10.508286174430856,"21523"
"Andrew Benintendi","CHW","OF",211.22999572753906,528.727,0.36349421256366476,-7.110282924508392,0.6898784507402076,-2.2714804184092325,-6.52161225754898,-14.850002937162731,23.989721382251837,10.139718445089104,"17901"
"Jean Segura","MIA","2B",228.6300048828125,534.195,3.6605191890096513,-7.084379076498952,1.1395674153131423,-5.603732360122703,-6.848539400628199,-14.736564232927057,23.53109697853172,9.794532745604664,"5933"
"Vaughn Grissom","ATL","2B",175.10000610351562,484.553,4.123805100341371,-9.067402944085499,0.6785045829192121,-3.0893351601209016,-8.594375426881038,-15.948803847826857,23.53109697853172,8.582293130704869,"26031"
"Ezequiel Tovar","COL","SS",240.5,473.321,2.294694406527694,-9.017654271882755,2.135607264124543,-3.6112766205739417,-8.218896063430478,-16.417525285234934,23.811446917007224,8.393921631772288,"24064"
"Brandon Lowe","TBR","2B",169.1300048828125,529.129,-7.781065139392725,-0.5158052824950154,-3.114988338981175,-0.8450950315736689,-4.125047911818572,-16.382001704261157,23.53109697853172,8.14909527427057,"18882"
"Avisail Garcia","MIA","OF",323.29998779296875,505.87,-1.3940855752072547,-4.284391100928696,-1.685774084801986,-3.61890226439433,-6.252718530254069,-17.235871555586336,23.989721382251837,7.7538498266655,"5760"
"Oscar Gonzalez","CLE","OF",186.6999969482422,515.604,2.5080354691786004,-4.4149304859435246,-4.415799418323454,-5.964324360994023,-5.703381052451682,-17.990399848534082,23.989721382251837,6.999321533717754,"20970"
"Ke'Bryan Hayes","PIT","3B",173.22999572753906,580.495,-1.328230036281516,-7.681671400426278,4.730977691938619,-8.149934470051878,-5.867571498910457,-18.29642971373151,24.105316142200117,6.808886428468608,"18577"
"Justin Turner","BOS","3B/DH",240.92999267578125,511.464,-0.1468635317719073,-4.813086765413273,-5.339413334233536,-1.7448628939157877,-6.604268509842711,-18.648495035177216,24.105316142200117,6.4568211070229,"5235"
"Josh Naylor","CLE","1B/DH",218.22999572753906,525.919,-0.6749783840030503,-0.6739839541203109,-3.8875353959967436,-1.632336411170762,-4.219480409594064,-11.088314554884933,16.32155267650477,6.233238121619839,"18839"
"Gunnar Henderson","BAL","3B",93.5,579.741,-5.571705721314281,-4.8016437703590045,0.2996104309863496,-5.106118858554933,-3.776155305682581,-18.95601322492445,24.105316142200117,6.149302917275667,"26289"
"Anthony Rizzo","NYY","1B",155.1699981689453,570.798,-8.754665703666209,0.37253150546105407,-1.2117680505898334,0.17637606539033618,-2.1862424403618292,-11.603768623766477,16.32155267650477,5.717784052738293,"3473"
"Ramon Laureano","OAK","OF",214.3000030517578,551.873,-10.132938481439846,-3.086819250614572,3.726264758666783,-5.6008485954096905,-5.114863911083616,-20.20920547988094,23.989721382251837,4.780515902370896,"17128"
"Joey Meneses","WSN","1B/OF",197.3699951171875,556.188,-3.202476935721813,-1.9743843734754571,-6.032149283512353,-6.204216409034667,-3.060931768988711,-20.474158770732995,23.989721382251837,4.515562611518838,"14366"
"Charlie Blackmon","COL","OF/DH",290.7300109863281,520.12,0.7407354387591822,-7.241367295148666,-4.275100962491012,-3.937439291781172,-6.7798412948934805,-21.49301340555515,23.989721382251837,3.4967079766966878,"7859"
"Whit Merrifield","TOR","2B/OF",196.22999572753906,504.196,-0.8746917678435692,-10.799634645322666,7.506766237221486,-7.74638209238926,-9.80047347909638,-21.71441574743039,23.989721382251837,3.275305634821448,"11281"
"Jose Miranda","MIN","1B/3B/DH",154.42999267578125,570.844,-2.651997416774087,-3.4262720628234806,-5.6709748476356046,-6.957772175836687,-3.1301034218029224,-21.83711992487278,24.105316142200117,3.268196217327336,"20538"
"Joc Pederson","SFG","OF",255.60000610351562,490.687,-6.803123913963814,-3.332805324979557,-4.19992804568937,-0.6346137255911698,-6.763621758495257,-21.73409276871917,23.989721382251837,3.2556286135326666,"11899"
"Eugenio Suarez","SEA","3B",155.92999267578125,604.428,-16.51675109820238,4.463776063439535,-5.981781046865973,-3.6586387701532987,-0.47559018009890214,-22.16898503188102,24.105316142200117,2.936331110319096,"12552"
"Anthony Rendon","LAA","3B",245.1999969482422,497.553,-2.698550330864956,-6.328604932692176,-5.1557847431121075,-0.46539923551049595,-7.828740450496013,-22.477079692675748,24.105316142200117,2.62823644952437,"12861"
"Jesse Winker","MIL","OF",268.29998779296875,503.956,-3.0280408465646924,-5.680657897959803,-6.21382527561669,0.3895752541611557,-8.155985224134982,-22.688933990115014,23.989721382251837,2.3007873921368227,"13590"
"Andrew McCutchen","PIT","OF/DH",344.57000732421875,491.62,-3.994980908795238,-6.884451099804401,-1.1518479915058548,-1.8215372077987766,-8.934331653080958,-22.787148860985226,23.989721382251837,2.2025725212666094,"9847"
"Austin Hays","BAL","OF",262.8999938964844,558.293,-4.83042510459928,-4.167030149569162,-2.521114354950605,-7.345825064223741,-4.008285680674002,-22.87268035401679,23.989721382251837,2.1170410282350467,"19363"
"Michael Conforto","SFG","OF",233.39999389648438,503.23,-3.120321421977139,-6.590525024281114,-4.393235557118829,-0.645233426289945,-8.582476081440127,-23.331791511107156,23.989721382251837,1.6579298711446795,"16376"
"Miguel Vargas","LAD","1B/3B/OF/DH",272.3999938964844,389.469,3.395394605686617,-10.776174717227333,-2.8133867623489275,-0.5068021501497154,-13.255745605941884,-23.956714629981242,24.105316142200117,1.1486015122188777,"20178"
"MJ Melendez","KCR","C/OF/DH",101.80000305175781,551.186,-11.673401383795822,-3.3444441742429705,-2.5923886141559223,-4.7962016745486435,-5.308606178718017,-27.715042025461372,27.847469849685343,1.132427824223967,"22197"
